"symbol","entrez","alias"
"03.MMHAP34FRA.seq",53288,"03.MMHAP34FRA.seq"
"03B03F",27777,"03B03F"
"03B03R",27778,"03B03R"
"0610005C13Rik",71661,"0610005C13Rik"
"0610005C13Rik",71661,"AI182092"
"0610006L08Rik",76253,"0610006L08Rik"
"0610008J02Rik",78297,"0610008J02Rik"
"0610009B22Rik",66050,"0610009B22Rik"
"0610009E02Rik",100125929,"0610009E02Rik"
"0610009F21Rik",71671,"0610009F21Rik"
"0610009K14Rik",71681,"0610009K14Rik"
"0610009L18Rik",66838,"0610009L18Rik"
"0610010F05Rik",71675,"0610010F05Rik"
"0610010F05Rik",71675,"Kiaa1841"
"0610010F05Rik",71675,"mKIAA1841"
"0610010K14Rik",104457,"0610010K14Rik"
"0610010K14Rik",104457,"1110020A23Rik"
"0610010K14Rik",104457,"AL033328"
"0610010K14Rik",104457,"AU045833"
"0610010K14Rik",104457,"Bap18"
"0610012D04Rik",71676,"0610012D04Rik"
"0610012E21Rik",78298,"0610012E21Rik"
"0610012G03Rik",106264,"0610012G03Rik"
"0610012G03Rik",106264,"AI839730"
"0610025J13Rik",78687,"0610025J13Rik"
"0610025J13Rik",78687,"B430316H17Rik"
"0610030E20Rik",68364,"0610030E20Rik"
"0610030E20Rik",68364,"1500031N04Rik"
"0610030E20Rik",68364,"2810411C16Rik"
"0610030E20Rik",68364,"AI461894"
"0610031C06Rik",78299,"0610031C06Rik"
"0610031I08Rik",73843,"0610031I08Rik"
"0610031O16Rik",68369,"0610031O16Rik"
"0610033I19Rik",78301,"0610033I19Rik"
"0610033M10Rik",74093,"0610033M10Rik"
"0610033P13Rik",78363,"0610033P13Rik"
"0610037L18Rik",78364,"0610037L18Rik"
"0610038B21Rik",70345,"0610038B21Rik"
"0610039G09Rik",75399,"0610039G09Rik"
"0610039H22Rik",68397,"0610039H22Rik"
"0610039K10Rik",68386,"0610039K10Rik"
"0610040A22Rik",68376,"0610040A22Rik"
"0610040B10Rik",67672,"0610040B10Rik"
"0610040F04Rik",75394,"0610040F04Rik"
"0610040J01Rik",76261,"0610040J01Rik"
"0610040J01Rik",76261,"AI662686"
"0610042B02Rik",71688,"0610042B02Rik"
"0610042B23Rik",75402,"0610042B23Rik"
"0610042E11Rik",74095,"0610042E11Rik"
"0610042G04Rik",68380,"0610042G04Rik"
"0610043K17Rik",68400,"0610043K17Rik"
"0710001A04Rik",68402,"0710001A04Rik"
"0710001D07Rik",67679,"0710001D07Rik"
"0710001L09Rik",68414,"0710001L09Rik"
"0710005I21Rik",71692,"0710005I21Rik"
"0710007G10Rik",68409,"0710007G10Rik"
"0710008F09Rik",71697,"0710008F09Rik"
"0910001E24Rik",71695,"0910001E24Rik"
"1010001B22Rik",75403,"1010001B22Rik"
"1010001B22Rik",75403,"AW987535"
"102g4T7",56573,"102g4T7"
"106I22-Sp6",53159,"106I22-Sp6"
"109F12R",56574,"109F12R"
"109F12R",56574,"109F12R2"
"10S",27451,"10S"
"10T",27460,"10T"
"1100001I12Rik",75405,"1100001I12Rik"
"1110001D16Rik",73725,"1110001D16Rik"
"1110001M07Rik",68452,"1110001M07Rik"
"1110002E22Rik",102634333,"1110002E22Rik"
"1110002E22Rik",102634333,"100039528"
"1110002E22Rik",102634333,"AI415341"
"1110002E22Rik",102634333,"Gm2292"
"1110002J07Rik",68488,"1110002J07Rik"
"1110002L01Rik",100043040,"1110002L01Rik"
"1110002O04Rik",68483,"1110002O04Rik"
"1110003F02Rik",68466,"1110003F02Rik"
"1110003F10Rik",68476,"1110003F10Rik"
"1110004F10Rik",56372,"1110004F10Rik"
"1110004F10Rik",56372,"Smacp"
"1110004F10Rik",56372,"Smap"
"1110004F10Rik",56372,"sid20"
"1110004F10Rik",56372,"sid2057"
"1110004F10Rik",56372,"sid2057p"
"1110004M10Rik",68464,"1110004M10Rik"
"1110006O24Rik",66123,"1110006O24Rik"
"1110007E10Rik",68482,"1110007E10Rik"
"1110008E08Rik",68500,"1110008E08Rik"
"1110008P14Rik",73737,"1110008P14Rik"
"1110008P14Rik",73737,"C79326"
"1110013H19Rik",68522,"1110013H19Rik"
"1110013I04Rik",68629,"1110013I04Rik"
"1110014L15Rik",66127,"1110014L15Rik"
"1110015O18Rik",100503859,"1110015O18Rik"
"1110017D15Rik",73721,"1110017D15Rik"
"1110017D15Rik",73721,"Sm9"
"1110017D15Rik",73721,"Cbe1"
"1110017D15Rik",73721,"Smrp1"
"1110018F16Rik",68594,"1110018F16Rik"
"1110018F16Rik",68594,"AI447221"
"1110018N20Rik",68941,"1110018N20Rik"
"1110018N20Rik",68941,"1190017L20Rik"
"1110019B22Rik",68529,"1110019B22Rik"
"1110019B22Rik",68529,"0610006I13Rik"
"1110019B24Rik",320108,"1110019B24Rik"
"1110019D14Rik",76311,"1110019D14Rik"
"1110020A21Rik",68531,"1110020A21Rik"
"1110020A21Rik",68531,"2600015P10Rik"
"1110020C17Rik",68584,"1110020C17Rik"
"1110021P09Rik",68600,"1110021P09Rik"
"1110025L11Rik",68637,"1110025L11Rik"
"1110025M09Rik",68635,"1110025M09Rik"
"1110028F11Rik",68690,"1110028F11Rik"
"1110028F18Rik",68692,"1110028F18Rik"
"1110032A03Rik",68721,"1110032A03Rik"
"1110032A03Rik",68721,"4930500N06Rik"
"1110032A03Rik",68721,"c11orf1"
"1110032F04Rik",68725,"1110032F04Rik"
"1110032F04Rik",68725,"AI115547"
"1110032L06Rik",68727,"1110032L06Rik"
"1110034N17Rik",107282,"1110034N17Rik"
"1110034N17Rik",107282,"AU015644"
"1110035D15Rik",68684,"1110035D15Rik"
"1110035E04Rik",68672,"1110035E04Rik"
"1110035H17Rik",68686,"1110035H17Rik"
"1110036E04Rik",68697,"1110036E04Rik"
"1110037P09Rik",108701,"1110037P09Rik"
"1110038B12Rik",68763,"1110038B12Rik"
"1110038B12Rik",68763,"0610009C20Rik"
"1110038B12Rik",68763,"0910001G04Rik"
"1110038F14Rik",117171,"1110038F14Rik"
"1110046J04Rik",68808,"1110046J04Rik"
"1110050P16Rik",68791,"1110050P16Rik"
"1110051M20Rik",228356,"1110051M20Rik"
"1110051M20Rik",228356,"AI586322"
"1110055C04Rik",68781,"1110055C04Rik"
"1110057P08Rik",115488617,"1110057P08Rik"
"1110058D11Rik",68771,"1110058D11Rik"
"1110059E24Rik",66206,"1110059E24Rik"
"1110059G02Rik",68786,"1110059G02Rik"
"1110059G10Rik",66202,"1110059G10Rik"
"1110060G06Rik",68814,"1110060G06Rik"
"1110065F06Rik",399573,"1110065F06Rik"
"1110065H08Rik",68905,"1110065H08Rik"
"1110065P20Rik",68920,"1110065P20Rik"
"1110065P20Rik",68920,"C530005M16Rik"
"116m19Sp6",56591,"116m19Sp6"
"116m19T7",56582,"116m19T7"
"1190001L17Rik",68923,"1190001L17Rik"
"1190001L17Rik",68923,"AI607394"
"1190001M18Rik",68924,"1190001M18Rik"
"1190005I06Rik",68918,"1190005I06Rik"
"1190007I07Rik",544717,"1190007I07Rik"
"1190007I07Rik",544717,"Brawnin"
"1190028D05Rik",330767,"1190028D05Rik"
"119L04aR",27841,"119L04aR"
"119L04F",27808,"119L04F"
"11S",27479,"11S"
"11T",27477,"11T"
"1200003I10Rik",71719,"1200003I10Rik"
"1200007C13Rik",74119,"1200007C13Rik"
"1200009P19Rik",68437,"1200009P19Rik"
"1200015M12Rik",71739,"1200015M12Rik"
"121D10L",53123,"121D10L"
"12T",27486,"12T"
"13.MMHAP42FLE1",110442,"13.MMHAP42FLE1"
"1300002E11Rik",100043489,"1300002E11Rik"
"1300002E11Rik",100043489,"1500026P21Rik"
"1300014J16Rik",74160,"1300014J16Rik"
"1300017J02Rik",71775,"1300017J02Rik"
"1300017J02Rik",71775,"Ica2"
"1300017J02Rik",71775,"mI4"
"1300017J02Rik",71775,"mICA"
"133J02F",27817,"133J02F"
"133J02R",27813,"133J02R"
"137h23T7",56583,"137h23T7"
"138d12-Sp6",53156,"138d12-Sp6"
"14c5Sp6",56570,"14c5Sp6"
"14c5T7",56567,"14c5T7"
"1500002C15Rik",102636313,"1500002C15Rik"
"1500002F19Rik",76683,"1500002F19Rik"
"1500002I01Rik",68978,"1500002I01Rik"
"1500002J14Rik",68945,"1500002J14Rik"
"1500002K03Rik",76682,"1500002K03Rik"
"1500004A13Rik",319830,"1500004A13Rik"
"1500004A13Rik",319830,"5430404N14Rik3"
"1500004A13Rik",319830,"1500004A13Rik2"
"1500004A13Rik",319830,"BB132176"
"1500004F05Rik",69765,"1500004F05Rik"
"1500005C15Rik",72019,"1500005C15Rik"
"1500006G06Rik",68956,"1500006G06Rik"
"1500009C09Rik",76505,"1500009C09Rik"
"1500009L16Rik",69784,"1500009L16Rik"
"1500009L16Rik",69784,"2700050C19Rik"
"1500009L16Rik",69784,"OCC-1"
"1500010C09Rik",71802,"1500010C09Rik"
"1500011B03Rik",66236,"1500011B03Rik"
"1500011B03Rik",66236,"AI415201"
"1500011B03Rik",66236,"AV141149"
"1500011B03Rik",66236,"AW556386"
"1500012K07Rik",68954,"1500012K07Rik"
"1500015A07Rik",68982,"1500015A07Rik"
"1500015L24Rik",68994,"1500015L24Rik"
"1500026H17Rik",69002,"1500026H17Rik"
"1500032F14Rik",78305,"1500032F14Rik"
"1500032P08Rik",69025,"1500032P08Rik"
"1500035N22Rik",70258,"1500035N22Rik"
"1500037F05Rik",76690,"1500037F05Rik"
"1520401A03Rik",320309,"1520401A03Rik"
"1520401O13Rik",77661,"1520401O13Rik"
"156l3T7",56575,"156l3T7"
"15S",27453,"15S"
"15T",27457,"15T"
"16.MMHAP64FLF1.seq",53300,"16.MMHAP64FLF1.seq"
"1600002D24Rik",69776,"1600002D24Rik"
"1600010F14Rik",69783,"1600010F14Rik"
"1600010M07Rik",69781,"1600010M07Rik"
"1600012H06Rik",67912,"1600012H06Rik"
"1600012P17Rik",72025,"1600012P17Rik"
"1600014C10Rik",72244,"1600014C10Rik"
"1600014C10Rik",72244,"AI428873"
"1600014C23Rik",72240,"1600014C23Rik"
"1600015H23Rik",105243551,"1600015H23Rik"
"1600017G08Rik",69767,"1600017G08Rik"
"1600017P15Rik",73249,"1600017P15Rik"
"1600017P15Rik",73249,"Gm24413"
"1600019K03Rik",69768,"1600019K03Rik"
"1600020E01Rik",72012,"1600020E01Rik"
"1600022D10Rik",73252,"1600022D10Rik"
"1600023N17Rik",69788,"1600023N17Rik"
"1600023N17Rik",69788,"AV119442"
"1600025M17Rik",72030,"1600025M17Rik"
"1600025M17Rik",72030,"Gm394"
"1600027J07Rik",69794,"1600027J07Rik"
"1600029I14Rik",69797,"1600029I14Rik"
"1600029O15Rik",665268,"1600029O15Rik"
"162c8A2",53098,"162c8A2"
"167c5-T7",53139,"167c5-T7"
"167L17-T7",79203,"167L17-T7"
"16S",27471,"16S"
"16T",27469,"16T"
"1700001A13Rik",69304,"1700001A13Rik"
"1700001C07Rik",69293,"1700001C07Rik"
"1700001C19Rik",75462,"1700001C19Rik"
"1700001D01Rik",69279,"1700001D01Rik"
"1700001F09Rik",71826,"1700001F09Rik"
"1700001F09Rik",71826,"Gm103771"
"1700001G01Rik",75433,"1700001G01Rik"
"1700001G11Rik",69303,"1700001G11Rik"
"1700001G17Rik",67503,"1700001G17Rik"
"1700001I21Rik",72206,"1700001I21Rik"
"1700001J03Rik",69282,"1700001J03Rik"
"1700001J04Rik",102633312,"1700001J04Rik"
"1700001J04Rik",102633312,"4930429E18Rik"
"1700001J11Rik",72224,"1700001J11Rik"
"1700001K19Rik",66323,"1700001K19Rik"
"1700001K23Rik",69319,"1700001K23Rik"
"1700001L05Rik",69291,"1700001L05Rik"
"1700001L19Rik",69315,"1700001L19Rik"
"1700001N15Rik",76379,"1700001N15Rik"
"1700001O22Rik",73598,"1700001O22Rik"
"1700001O22Rik",73598,"1700113K14Rik"
"1700001O22Rik",73598,"4930549G18Rik"
"1700001P01Rik",72215,"1700001P01Rik"
"1700003C15Rik",69345,"1700003C15Rik"
"1700003D09Rik",69338,"1700003D09Rik"
"1700003E16Rik",71837,"1700003E16Rik"
"1700003E16Rik",71837,"AU041756"
"1700003E24Rik",100042663,"1700003E24Rik"
"1700003E24Rik",100042663,"Gm14779"
"1700003F12Rik",75480,"1700003F12Rik"
"1700003G18Rik",69350,"1700003G18Rik"
"1700003G18Rik",69350,"2610312K03Rik"
"1700003H04Rik",384775,"1700003H04Rik"
"1700003H04Rik",384775,"4930538K10Rik"
"1700003H04Rik",384775,"4933400D22Rik"
"1700003I16Rik",76699,"1700003I16Rik"
"1700003I16Rik",76699,"Gm44368"
"1700003I22Rik",69356,"1700003I22Rik"
"1700003K11Rik",72207,"1700003K11Rik"
"1700003L19Rik",75493,"1700003L19Rik"
"1700003M07Rik",72225,"1700003M07Rik"
"1700003O11Rik",75632,"1700003O11Rik"
"1700003P14Rik",75890,"1700003P14Rik"
"1700003P14Rik",75890,"1700030O10Rik"
"1700003P14Rik",75890,"4930584L06Rik"
"1700006A11Rik",71824,"1700006A11Rik"
"1700006F04Rik",75432,"1700006F04Rik"
"1700006H20Rik",72241,"1700006H20Rik"
"1700006H21Rik",72257,"1700006H21Rik"
"1700006J14Rik",321010,"1700006J14Rik"
"1700006P03Rik",78378,"1700006P03Rik"
"1700007A02Rik",75633,"1700007A02Rik"
"1700007E05Rik",114672,"1700007E05Rik"
"1700007F19Rik",67850,"1700007F19Rik"
"1700007H22Rik",75484,"1700007H22Rik"
"1700007H22Rik",75484,"Gm49571"
"1700007J10Rik",69320,"1700007J10Rik"
"1700007J10Rik",69320,"4930573L17Rik"
"1700007J24Rik",100504462,"1700007J24Rik"
"1700007K13Rik",69327,"1700007K13Rik"
"1700007K13Rik",69327,"Rbest47"
"1700007L15Rik",100502742,"1700007L15Rik"
"1700007L15Rik",100502742,"linc-Iqcg"
"1700007L15Rik",100502742,"linc1609"
"1700007M16Rik",72237,"1700007M16Rik"
"1700007P06Rik",69308,"1700007P06Rik"
"1700008A07Rik",75498,"1700008A07Rik"
"1700008A23Rik",75463,"1700008A23Rik"
"1700008B11Rik",66321,"1700008B11Rik"
"1700008B15Rik",75445,"1700008B15Rik"
"1700008C04Rik",75494,"1700008C04Rik"
"1700008F19Rik",75631,"1700008F19Rik"
"1700008H02Rik",66325,"1700008H02Rik"
"1700008J07Rik",629159,"1700008J07Rik"
"1700008J07Rik",629159,"AW048743"
"1700008K24Rik",69311,"1700008K24Rik"
"1700008N11Rik",75442,"1700008N11Rik"
"1700008N17Rik",75449,"1700008N17Rik"
"1700008O03Rik",69349,"1700008O03Rik"
"1700008O09Rik",75638,"1700008O09Rik"
"1700008P02Rik",69347,"1700008P02Rik"
"1700009C05Rik",74220,"1700009C05Rik"
"1700009J07Rik",75188,"1700009J07Rik"
"1700009J07Rik",75188,"4930535B06Rik"
"1700009N14Rik",75471,"1700009N14Rik"
"1700009N14Rik",75471,"AI429145"
"1700010B08Rik",75485,"1700010B08Rik"
"1700010B09Rik",69341,"1700010B09Rik"
"1700010B13Rik",100503661,"1700010B13Rik"
"1700010D01Rik",76386,"1700010D01Rik"
"1700010G06Rik",115488511,"1700010G06Rik"
"1700010H22Rik",75500,"1700010H22Rik"
"1700010H22Rik",75500,"4930440M09Rik"
"1700010I02Rik",75476,"1700010I02Rik"
"1700010I14Rik",66931,"1700010I14Rik"
"1700010J16Rik",69355,"1700010J16Rik"
"1700010K23Rik",75501,"1700010K23Rik"
"1700010K24Rik",75440,"1700010K24Rik"
"1700010L04Rik",619808,"1700010L04Rik"
"1700010L13Rik",75628,"1700010L13Rik"
"1700010N08Rik",105247250,"1700010N08Rik"
"1700010N08Rik",105247250,"1700010N08Rik2"
"1700010N08Rik",105247250,"Gm42380"
"1700011B04Rik",100503727,"1700011B04Rik"
"1700011C11Rik",75451,"1700011C11Rik"
"1700011D18Rik",75464,"1700011D18Rik"
"1700011L03Rik",69285,"1700011L03Rik"
"1700011L22Rik",67687,"1700011L22Rik"
"1700011M02Rik",75443,"1700011M02Rik"
"1700012A03Rik",76382,"1700012A03Rik"
"1700012A03Rik",76382,"AI429084"
"1700012B07Rik",69324,"1700012B07Rik"
"1700012B07Rik",69324,"1700069D21Rik"
"1700012B09Rik",69325,"1700012B09Rik"
"1700012B09Rik",69325,"1700007P19Rik"
"1700012C14Rik",69337,"1700012C14Rik"
"1700012D01Rik",72243,"1700012D01Rik"
"1700012D14Rik",75479,"1700012D14Rik"
"1700012D16Rik",75489,"1700012D16Rik"
"1700012E03Rik",76567,"1700012E03Rik"
"1700012H19Rik",76393,"1700012H19Rik"
"1700012I11Rik",69334,"1700012I11Rik"
"1700012J15Rik",75487,"1700012J15Rik"
"1700012J15Rik",75487,"Gm44217"
"1700012J22Rik",75496,"1700012J22Rik"
"1700012M20Rik",76394,"1700012M20Rik"
"1700012O15Rik",75488,"1700012O15Rik"
"1700012P22Rik",69364,"1700012P22Rik"
"1700013A02Rik",69366,"1700013A02Rik"
"1700013D24Rik",76921,"1700013D24Rik"
"1700013F07Rik",75504,"1700013F07Rik"
"1700013G24Rik",69380,"1700013G24Rik"
"1700013G24Rik",69380,"AI507018"
"1700013H16Rik",75514,"1700013H16Rik"
"1700013H16Rik",75514,"Sl7"
"1700013H16Rik",75514,"Xl4"
"1700013H16Rik",75514,"Slx2"
"1700013K18Rik",72247,"1700013K18Rik"
"1700013M08Rik",75505,"1700013M08Rik"
"1700013N06Rik",75634,"1700013N06Rik"
"1700014B07Rik",72248,"1700014B07Rik"
"1700014D04Rik",102638268,"1700014D04Rik"
"1700014D06Rik",76941,"1700014D06Rik"
"1700014F14Rik",76922,"1700014F14Rik"
"1700014L14Rik",108167578,"1700014L14Rik"
"1700015C15Rik",75532,"1700015C15Rik"
"1700015C17Rik",76928,"1700015C17Rik"
"1700015G11Rik",100503036,"1700015G11Rik"
"1700015G11Rik",100503036,"Ccdc179"
"1700015H07Rik",75527,"1700015H07Rik"
"1700015I17Rik",102638388,"1700015I17Rik"
"1700015I17Rik",102638388,"Gm45565"
"1700015O03Rik",78496,"1700015O03Rik"
"1700015O11Rik",71855,"1700015O11Rik"
"1700015P03Rik",72223,"1700015P03Rik"
"1700016A09Rik",74227,"1700016A09Rik"
"1700016B01Rik",75640,"1700016B01Rik"
"1700016B01Rik",75640,"Gm42491"
"1700016B15Rik",69427,"1700016B15Rik"
"1700016C15Rik",69428,"1700016C15Rik"
"1700016C19Rik",74228,"1700016C19Rik"
"1700016C23Rik",76931,"1700016C23Rik"
"1700016D02Rik",75535,"1700016D02Rik"
"1700016D06Rik",76413,"1700016D06Rik"
"1700016D08Rik",78377,"1700016D08Rik"
"1700016D18Rik",100310787,"1700016D18Rik"
"1700016F12Rik",69424,"1700016F12Rik"
"1700016G22Rik",71867,"1700016G22Rik"
"1700016H03Rik",75653,"1700016H03Rik"
"1700016H13Rik",74218,"1700016H13Rik"
"1700016J18Rik",75561,"1700016J18Rik"
"1700016K05Rik",102639882,"1700016K05Rik"
"1700016K19Rik",74230,"1700016K19Rik"
"1700016K19Rik",74230,"Liat1"
"1700016L04Rik",69412,"1700016L04Rik"
"1700016L15Rik",75649,"1700016L15Rik"
"1700016L21Rik",72208,"1700016L21Rik"
"1700016L21Rik",72208,"CD11c-DTR"
"1700016L21Rik",72208,"DCK"
"1700016L21Rik",72208,"DCKO"
"1700016L21Rik",72208,"DTR-GFP"
"1700016L21Rik",72208,"DTR-GRP"
"1700016L21Rik",72208,"Tg(Itgax-DTR/EGFP)57Lan"
"1700016P03Rik",668604,"1700016P03Rik"
"1700016P04Rik",69413,"1700016P04Rik"
"1700016P22Rik",76930,"1700016P22Rik"
"1700017B05Rik",74211,"1700017B05Rik"
"1700017B05Rik",74211,"AA682102"
"1700017B05Rik",74211,"D9Ertd278"
"1700017B05Rik",74211,"D9Ertd278e"
"1700017G19Rik",100040882,"1700017G19Rik"
"1700017H01Rik",74231,"1700017H01Rik"
"1700017I07Rik",75506,"1700017I07Rik"
"1700017J07Rik",75508,"1700017J07Rik"
"1700017L05Rik",69370,"1700017L05Rik"
"1700017M07Rik",76398,"1700017M07Rik"
"1700017M07Rik",76398,"Gm43003"
"1700017N19Rik",66605,"1700017N19Rik"
"1700018A04Rik",71307,"1700018A04Rik"
"1700018A04Rik",71307,"4930551G20Rik"
"1700018A04Rik",71307,"4933439J11Rik"
"1700018A14Rik",69391,"1700018A14Rik"
"1700018A23Rik",72231,"1700018A23Rik"
"1700018A23Rik",72231,"Gm42574"
"1700018B08Rik",76405,"1700018B08Rik"
"1700018B08Rik",76405,"1700084O22Rik"
"1700018B24Rik",66332,"1700018B24Rik"
"1700018F24Rik",69396,"1700018F24Rik"
"1700018F24Rik",69396,"AV045857"
"1700018G05Rik",69388,"1700018G05Rik"
"1700018H16Rik",75639,"1700018H16Rik"
"1700018L02Rik",67329,"1700018L02Rik"
"1700018M17Rik",72245,"1700018M17Rik"
"1700018P08Rik",73330,"1700018P08Rik"
"1700018P22Rik",69395,"1700018P22Rik"
"1700019A02Rik",69397,"1700019A02Rik"
"1700019A23Rik",68220,"1700019A23Rik"
"1700019C18Rik",75543,"1700019C18Rik"
"1700019D03Rik",67080,"1700019D03Rik"
"1700019D03Rik",67080,"2410136C24Rik"
"1700019D03Rik",67080,"AA410151"
"1700019D03Rik",67080,"smAKAP"
"1700019E08Rik",69405,"1700019E08Rik"
"1700019F05Rik",69402,"1700019F05Rik"
"1700019F05Rik",69402,"Gm43801"
"1700019G24Rik",72249,"1700019G24Rik"
"1700019H22Rik",72212,"1700019H22Rik"
"1700019J19Rik",76412,"1700019J19Rik"
"1700019L13Rik",72226,"1700019L13Rik"
"1700019L22Rik",75549,"1700019L22Rik"
"1700019M22Rik",69423,"1700019M22Rik"
"1700019N19Rik",67507,"1700019N19Rik"
"1700019P21Rik",75546,"1700019P21Rik"
"1700020A23Rik",75656,"1700020A23Rik"
"1700020B03Rik",72234,"1700020B03Rik"
"1700020D12Rik",69437,"1700020D12Rik"
"1700020D14Rik",69438,"1700020D14Rik"
"1700020G03Rik",105243207,"1700020G03Rik"
"1700020G03Rik",105243207,"Gm45545"
"1700020G17Rik",75630,"1700020G17Rik"
"1700020G17Rik",75630,"4930480D05Rik"
"1700020K04Rik",75554,"1700020K04Rik"
"1700020L05Rik",75637,"1700020L05Rik"
"1700020L13Rik",108167416,"1700020L13Rik"
"1700020L13Rik",108167416,"Tha"
"1700020L13Rik",108167416,"Thap8"
"1700020L24Rik",66330,"1700020L24Rik"
"1700020M10Rik",109011,"1700020M10Rik"
"1700020M21Rik",76402,"1700020M21Rik"
"1700020N01Rik",67692,"1700020N01Rik"
"1700020N15Rik",75509,"1700020N15Rik"
"1700020N18Rik",67086,"1700020N18Rik"
"1700021A07Rik",76924,"1700021A07Rik"
"1700021F02Rik",75519,"1700021F02Rik"
"1700021F02Rik",75519,"Gm42618"
"1700021F07Rik",72221,"1700021F07Rik"
"1700021F13Rik",76926,"1700021F13Rik"
"1700021G15Rik",73256,"1700021G15Rik"
"1700021J08Rik",72235,"1700021J08Rik"
"1700021L22Rik",72228,"1700021L22Rik"
"1700021L23Rik",76410,"1700021L23Rik"
"1700021N20Rik",76929,"1700021N20Rik"
"1700021N21Rik",69409,"1700021N21Rik"
"1700021P04Rik",75521,"1700021P04Rik"
"1700022A21Rik",72252,"1700022A21Rik"
"1700022A22Rik",71120,"1700022A22Rik"
"1700022A22Rik",71120,"4933413D07Rik"
"1700022C07Rik",72210,"1700022C07Rik"
"1700022E09Rik",75636,"1700022E09Rik"
"1700022F17Rik",69421,"1700022F17Rik"
"1700022H01Rik",75539,"1700022H01Rik"
"1700022H16Rik",69420,"1700022H16Rik"
"1700022I11Rik",67317,"1700022I11Rik"
"1700022N22Rik",69431,"1700022N22Rik"
"1700023A20Rik",115487162,"1700023A20Rik"
"1700023B13Rik",73279,"1700023B13Rik"
"1700023C21Rik",73257,"1700023C21Rik"
"1700023D08Rik",74223,"1700023D08Rik"
"1700023D09Rik",102640359,"1700023D09Rik"
"1700023D09Rik",102640359,"AV208457"
"1700023F02Rik",69433,"1700023F02Rik"
"1700023F02Rik",69433,"AV205046"
"1700023F02Rik",69433,"Gm31056"
"1700023G08Rik",72233,"1700023G08Rik"
"1700023G09Rik",73281,"1700023G09Rik"
"1700023H06Rik",69442,"1700023H06Rik"
"1700024B05Rik",100503856,"1700024B05Rik"
"1700024B18Rik",69393,"1700024B18Rik"
"1700024F20Rik",100039768,"1700024F20Rik"
"1700024F20Rik",100039768,"Gm2415"
"1700024G13Rik",67085,"1700024G13Rik"
"1700024G13Rik",67085,"C10orf53"
"1700024I08Rik",75522,"1700024I08Rik"
"1700024J04Rik",105244158,"1700024J04Rik"
"1700024K11Rik",75525,"1700024K11Rik"
"1700024N05Rik",75520,"1700024N05Rik"
"1700024P12Rik",69392,"1700024P12Rik"
"1700025A08Rik",69400,"1700025A08Rik"
"1700025B11Rik",76409,"1700025B11Rik"
"1700025C18Rik",72211,"1700025C18Rik"
"1700025D23Rik",100041739,"1700025D23Rik"
"1700025F24Rik",67081,"1700025F24Rik"
"1700025G04Rik",69399,"1700025G04Rik"
"1700025G04Rik",69399,"2610510E02Rik"
"1700025G04Rik",69399,"2900042O04Rik"
"1700025H01Rik",75531,"1700025H01Rik"
"1700025J12Rik",69407,"1700025J12Rik"
"1700025K04Rik",66334,"1700025K04Rik"
"1700025K24Rik",69418,"1700025K24Rik"
"1700025L06Rik",66933,"1700025L06Rik"
"1700025M24Rik",72276,"1700025M24Rik"
"1700025N21Rik",115487465,"1700025N21Rik"
"1700025N23Rik",69986,"1700025N23Rik"
"1700025O08Rik",117962243,"1700025O08Rik"
"1700025O18Rik",69410,"1700025O18Rik"
"1700026D11Rik",70371,"1700026D11Rik"
"1700026F02Rik",69419,"1700026F02Rik"
"1700026H06Rik",70376,"1700026H06Rik"
"1700026H06Rik",70376,"BB015768"
"1700026J12Rik",73255,"1700026J12Rik"
"1700026J14Rik",69432,"1700026J14Rik"
"1700026N04Rik",72271,"1700026N04Rik"
"1700027A07Rik",69996,"1700027A07Rik"
"1700027A13Rik",69447,"1700027A13Rik"
"1700027A15Rik",69449,"1700027A15Rik"
"1700027F06Rik",72268,"1700027F06Rik"
"1700027F09Rik",69999,"1700027F09Rik"
"1700027H10Rik",72274,"1700027H10Rik"
"1700027I24Rik",75567,"1700027I24Rik"
"1700027J07Rik",69443,"1700027J07Rik"
"1700027M17Rik",69452,"1700027M17Rik"
"1700028B04Rik",70001,"1700028B04Rik"
"1700028D13Rik",75569,"1700028D13Rik"
"1700028E10Rik",625175,"1700028E10Rik"
"1700028E10Rik",625175,"A630054D14"
"1700028E10Rik",625175,"Gm6561"
"1700028E11Rik",70002,"1700028E11Rik"
"1700028I16Rik",70003,"1700028I16Rik"
"1700028J19Rik",70004,"1700028J19Rik"
"1700028K03Rik",76421,"1700028K03Rik"
"1700028K03Rik",76421,"SC14"
"1700028K03Rik",76421,"SCRE"
"1700028K03Rik",76421,"Spo16"
"1700028M03Rik",69460,"1700028M03Rik"
"1700028N14Rik",73280,"1700028N14Rik"
"1700028P14Rik",67483,"1700028P14Rik"
"1700028P14Rik",67483,"AV209940"
"1700028P15Rik",75655,"1700028P15Rik"
"1700029B22Rik",69495,"1700029B22Rik"
"1700029B24Rik",72283,"1700029B24Rik"
"1700029B24Rik",72283,"Gm37384"
"1700029E06Rik",72250,"1700029E06Rik"
"1700029F12Rik",66479,"1700029F12Rik"
"1700029H14Rik",66501,"1700029H14Rik"
"1700029I15Rik",75641,"1700029I15Rik"
"1700029I15Rik",75641,"1700021K07Rik"
"1700029J03Rik",72264,"1700029J03Rik"
"1700029J07Rik",69479,"1700029J07Rik"
"1700029J08Rik",70007,"1700029J08Rik"
"1700029K24Rik",73271,"1700029K24Rik"
