"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Srsf2",0.425798872019213,0.158086701096708,0.173,0.155,1
"Arid4a",0.426268584776,0.100764336870533,0.129,0.115,1
"Rb1cc1",0.426602469343359,-0.398073216485524,0.066,0.053,1
"Lrwd1",0.426623926893377,-0.335472848400444,0.044,0.053,1
"Sirt2",0.42689112037118,0.225880214956396,0.059,0.048,1
"Gm15013",0.426946116712027,-0.376688876095828,0.049,0.059,1
"Gm8203",0.427413792001764,-0.387491335754983,0.07,0.081,1
"Usp39",0.428479982453901,0.588985518669295,0.056,0.046,1
"Tnik",0.429040486933758,-0.454352904351316,0.061,0.071,1
"Fundc2",0.430730761358579,-0.2177059320701,0.11,0.125,1
"Psmd7",0.430912559147532,0.333765124217348,0.097,0.084,1
"Mrps7",0.430943861126114,-0.299174113077418,0.054,0.064,1
"Gm14166",0.431560465635588,-0.215042276164003,0.196,0.209,1
"Atp5a1",0.43286769655956,-0.12013153000743,0.403,0.356,1
"Upf1",0.433476480234577,0.512725759049126,0.05,0.041,1
"Myo1g",0.433721364101251,-0.175478633295213,0.114,0.127,1
"Golgb1",0.434004272592457,0.114759516579683,0.059,0.048,1
"Rnf181",0.435188965972366,-0.306517073272885,0.093,0.104,1
"Hnrnpl",0.435310152220472,-0.320912360865218,0.187,0.198,1
"Dcaf12",0.435972331770923,0.124747876055781,0.059,0.048,1
"Ttc38",0.436136302178964,0.778935386155874,0.053,0.043,1
"Gm13004",0.436591676091614,0.113884007959621,0.065,0.053,1
"Trnt1",0.436956613869585,0.428283111336694,0.05,0.041,1
"Chd8",0.439636282169733,0.340430082224747,0.121,0.107,1
"2400003C14Rik",0.439919933283786,-0.118869832814601,0.087,0.074,1
"Mecp2",0.440037856685156,0.115132748385125,0.056,0.046,1
"Cited2",0.440464275221056,0.196594403412173,0.059,0.048,1
"Armc10",0.44047955543764,0.147493928959821,0.08,0.092,1
"Nat15",0.440693162119246,0.25568713188718,0.106,0.092,1
"Limd1",0.440736381685414,-0.602907490423093,0.102,0.112,1
"Uggt1",0.440777681646332,-0.418690394409682,0.051,0.061,1
"Cnot3",0.440821880139359,-0.384549512194238,0.066,0.076,1
"Ccdc88b",0.44086321807414,-0.656724849798874,0.059,0.069,1
"Hvcn1",0.441690359486793,-0.324629701392878,0.148,0.16,1
"Exosc4",0.442297174923668,0.261926254364449,0.058,0.048,1
"Eif1a",0.442732636911449,0.338052812431247,0.069,0.059,1
"Gpank1",0.442846209551274,-0.205642341224921,0.057,0.046,1
"Ikzf3",0.443751014997665,0.342032743388883,0.058,0.048,1
"Wbp4",0.443751826354289,-0.121529260011251,0.061,0.071,1
"Mrfap1",0.443757831742035,0.17708207301828,0.147,0.13,1
"Nt5c",0.444346802870181,-0.122814505302159,0.147,0.16,1
"Mrps26",0.444388448487993,-0.340655065149977,0.062,0.051,1
"Bach2",0.444527531819211,-0.551137335860856,0.101,0.112,1
"Gm14059",0.444875324200334,-0.362216136881573,0.093,0.104,1
"2500003M10Rik",0.445658042440388,0.11132982147324,0.177,0.16,1
"Zfp706",0.446175612855616,-0.312962494839764,0.167,0.178,1
"Cmas",0.446558605142599,-0.203303325066889,0.056,0.066,1
"Mrpl4",0.447999870241953,-0.311501760926235,0.068,0.056,1
"Rbm33",0.44953391983823,0.389180819705131,0.077,0.066,1
"Gm12396",0.449665663695503,0.351834544370175,0.091,0.079,1
"2610018G03Rik",0.450010041230043,-0.555149550220889,0.066,0.076,1
"Puf60",0.450258648687404,-0.121184750153978,0.129,0.142,1
"Ddost",0.45165270022723,-0.671422395592649,0.071,0.081,1
"Cggbp1",0.452344550605624,0.200449383832848,0.119,0.104,1
"Actr10",0.452764849172891,-0.196212439033101,0.087,0.099,1
"Hbxip",0.45449923592641,0.282691213389228,0.081,0.069,1
"Rpl19-ps7",0.454960135897972,-0.352143142440856,0.202,0.209,1
"Ndufb5",0.455216544906885,0.128459671619907,0.178,0.16,1
"Fkbp4",0.455374807269983,0.356644771178552,0.139,0.125,1
"Lsg1",0.456630652654429,0.190725736281142,0.064,0.053,1
"Dnajc15",0.457239647685173,0.171175111156027,0.298,0.277,1
"Oat",0.458934081288071,-0.509683813924741,0.059,0.069,1
"Cct7",0.460268811246362,0.177420487072741,0.248,0.226,1
"Rbm10",0.46075523286138,0.446423993183522,0.066,0.056,1
"Faf2",0.460755236227633,0.323556805569286,0.066,0.056,1
"Ncoa2",0.461594542320171,0.393526496043336,0.058,0.048,1
"Sft2d1",0.461628077021951,-0.424959501347849,0.045,0.053,1
"Ndufb11",0.46176693929351,-0.263235460863976,0.202,0.214,1
"Srsf6",0.46296412583759,-0.509481150956377,0.129,0.14,1
"1200014J11Rik",0.463542942051368,-0.396257647687826,0.05,0.059,1
"Senp7",0.463923184932358,0.449667836175555,0.061,0.051,1
"Itch",0.464634865159336,-0.276365978222651,0.056,0.046,1
"D930015E06Rik",0.464981603157615,0.661317650300519,0.05,0.041,1
"Rpl17",0.465094841482591,-0.293475974838623,0.249,0.257,1
"Pgk1",0.465506360181577,0.135235957343528,0.15,0.135,1
"Gtpbp1",0.46595859207305,-0.104353598889733,0.095,0.081,1
"Osbpl9",0.466243149888585,-0.292048435403566,0.108,0.092,1
"H2afv",0.466778349847075,0.11591755104815,0.143,0.127,1
"Dock10",0.466805185286297,-0.37418866038352,0.157,0.168,1
"Gm11828",0.467531008757986,-0.143657266077545,0.367,0.372,1
"Rxrb",0.467587410133972,-0.257310798925722,0.052,0.061,1
"Dut",0.467682562555154,-0.203361524217941,0.052,0.061,1
"Letmd1",0.467879864207325,-0.66267615100086,0.058,0.066,1
"Ppil4",0.468368441255784,0.19089480412704,0.099,0.087,1
"Nsg2",0.46838360104934,0.160074036468032,0.261,0.242,1
"Ift20",0.468575564218735,-0.190863213761736,0.077,0.087,1
"Mki67ip",0.468576966448608,-0.311972754755813,0.065,0.076,1
"Prpf8",0.468775727035533,0.105307912757894,0.2,0.181,1
"Adi1",0.469003469579966,0.315415807573251,0.066,0.056,1
"Ssbp1",0.469394556329403,-0.141788692870809,0.081,0.092,1
"Rnf187",0.469701049393082,0.20791113402964,0.188,0.168,1
"Gm12346",0.469833692282012,-0.314948812612409,0.054,0.064,1
"Smarcc1",0.47038458066992,-0.367670183060033,0.069,0.079,1
"Zzz3",0.470436319552111,0.173467338506064,0.053,0.043,1
"Cox6b1",0.47062336457188,0.147891922526682,0.321,0.298,1
"Lrrfip1",0.471179325862834,-0.41398952582686,0.149,0.16,1
"Slc38a1",0.471721810324098,-0.740352978182178,0.1,0.109,1
"Aim1",0.472019674609019,-0.298392135311728,0.064,0.074,1
"Dennd1c",0.47247549596827,-0.436811063034746,0.072,0.081,1
"Aff4",0.472690757506345,0.40737486345803,0.05,0.041,1
"Zmym2",0.473376657739321,0.318619020577557,0.055,0.046,1
"Eif2ak1",0.473449188291974,0.218886637138472,0.058,0.069,1
"Rragc",0.473558809841913,-0.531089267659227,0.047,0.056,1
"Slc35c1",0.474425439728709,-0.21150916054847,0.059,0.069,1
"Farsa",0.474731118123549,0.406613133105198,0.05,0.041,1
"Rexo1",0.474779009325218,0.209718960194803,0.061,0.051,1
"Zc3h14",0.475517829523362,-0.399151280223859,0.071,0.081,1
"Gm15032",0.47555333904456,-0.685755064595598,0.043,0.051,1
"Ywhae",0.475774698947921,-0.257074602378349,0.239,0.247,1
"D10Wsu52e",0.476845099296388,-0.135232618528853,0.131,0.145,1
"Cisd2",0.477175574746497,0.339361349520652,0.096,0.084,1
"Phb2",0.478659754587097,-0.381935819426546,0.174,0.186,1
"Fam63b",0.478739415519149,0.321778034528439,0.073,0.064,1
"Mtap4",0.478985343241434,-0.170163560131579,0.052,0.061,1
"Ndufb8",0.479021261615946,-0.226963465423911,0.111,0.122,1
"Ralbp1",0.479204193033179,-0.252009129341405,0.105,0.117,1
"Cd4",0.479731604242591,0.420204067883246,0.085,0.074,1
"Rpp14",0.480323828382241,-0.538874395875529,0.05,0.059,1
"Mrpl14",0.48033810081842,0.412659691988004,0.052,0.043,1
"Cnot8",0.480584129172009,0.285045845617917,0.069,0.059,1
"Ndufs6",0.481140278045239,-0.494359782141921,0.154,0.163,1
"Pde7a",0.481267341829577,-0.128762248629232,0.076,0.087,1
"Nolc1",0.481636691235975,-0.441092186944216,0.101,0.112,1
"Yme1l1",0.481670209579625,0.284638291702659,0.058,0.048,1
"Mak16",0.482060192673849,-0.344589479651701,0.093,0.104,1
"Nedd8",0.482275880733474,-0.209492277433634,0.163,0.173,1
"Trim33",0.482574866437833,0.398953569932785,0.079,0.069,1
"AI413582",0.483063320073009,0.106433265516087,0.069,0.059,1
"Hnrnpa3",0.484361570256784,-0.202961411107546,0.108,0.092,1
"Etv3",0.484561783499094,0.504576425820562,0.06,0.051,1
"Trib2",0.484979449615043,-0.519344241036212,0.06,0.069,1
"Stub1",0.485047103283573,-0.622480739054386,0.05,0.059,1
"Dopey1",0.485642208253847,0.126782987987994,0.045,0.053,1
"Eri1",0.486922056886085,-0.529113910069973,0.055,0.064,1
"Tmem208",0.488000074201399,-0.380042806470539,0.048,0.056,1
"Khdrbs1",0.489028518122364,0.134725354692634,0.203,0.186,1
"Copb2",0.490307177193841,0.180371693494914,0.105,0.094,1
"Eif4e2",0.492426334050634,-0.267012778597442,0.121,0.104,1
"Lfng",0.492749161284048,-0.221329239750381,0.133,0.145,1
"Cox16",0.492902763350782,0.219886115925323,0.141,0.127,1
"Esyt1",0.493694879907967,-0.108577949548861,0.192,0.206,1
"Phf23",0.494062962436154,-0.544336959068433,0.085,0.094,1
"Ezr",0.49468071767478,0.160371197008786,0.296,0.27,1
"Rsl1d1",0.49485038540967,-0.287021770913341,0.126,0.112,1
"Pfn1",0.495422056906204,-0.238383456614345,0.27,0.277,1
"Twf2",0.496147561780629,-0.188480604465299,0.123,0.135,1
"Eif3k",0.496550904357598,-0.241128132915241,0.432,0.443,1
"Rictor",0.496625617390027,0.322447579647077,0.062,0.053,1
"Epn1",0.49713028533208,-0.385234563854329,0.081,0.069,1
"Reps1",0.497567200100638,0.22989182974975,0.052,0.043,1
"Rpl5-ps1",0.497628524796961,-0.191842265421558,0.231,0.244,1
"Ap1g2",0.498095567865255,-0.294153206697525,0.065,0.074,1
"Commd3",0.498443377279642,0.411114324645956,0.089,0.079,1
"Icam2",0.498541626053074,-0.108600334955447,0.083,0.094,1
"Nop2",0.498958904739474,-0.377110455879474,0.046,0.053,1
"Zfp622",0.499404644837558,0.218671175104744,0.112,0.099,1
"Rpf2",0.499836831798491,0.426504405057733,0.06,0.051,1
"Gm3386",0.499876567887194,0.18380078468741,0.065,0.056,1
"1600029O15Rik",0.501149115109503,-0.188221622737684,0.09,0.102,1
"Eid1",0.502322436245972,-0.141492980312252,0.05,0.041,1
"Pycr2",0.502322438370028,-0.342121742783228,0.046,0.053,1
"Arpc3",0.502351447626232,-0.201822109046464,0.211,0.221,1
"Hdac2",0.502946672629094,-0.48667701375624,0.07,0.079,1
"Gm5451",0.503219504124949,-0.20381586113326,0.286,0.293,1
"Tnfrsf18",0.503344074894039,-0.462043865403536,0.075,0.084,1
"Mrps12",0.504140811548204,-0.475827587072363,0.062,0.071,1
"Usf2",0.504812112931629,-0.482073823925868,0.141,0.15,1
"Mrpl51",0.50491928753978,0.118811106503879,0.074,0.064,1
"Dgkd",0.505794414748887,0.128442852542005,0.109,0.097,1
"4930523C07Rik",0.505860414344917,0.213292898063021,0.153,0.137,1
"Irf2bp2",0.506139974396406,0.397404890807701,0.138,0.127,1
"Ndufs2",0.506289046094388,-0.241380318577395,0.123,0.107,1
"D6Wsu116e",0.507275120611767,0.69191954686812,0.075,0.066,1
"Magoh",0.507349095349916,0.136464513811122,0.126,0.112,1
"Psmg1",0.507675257913489,-0.367983109415937,0.043,0.051,1
"Mgst2",0.508006686726094,0.523044720786979,0.11,0.099,1
"Gpr174",0.508026203199681,0.191524875355778,0.085,0.074,1
"Son",0.508342023732918,0.14542350763488,0.324,0.305,1
"Pknox1",0.508579145049612,0.37347798082164,0.068,0.059,1
"1810035L17Rik",0.508648237076283,-0.102602951990046,0.094,0.081,1
"Atp6v1a",0.508681299520641,0.141544225947777,0.052,0.043,1
"Gm13841",0.510445139603282,-0.628821184771877,0.054,0.061,1
"Ppp2ca",0.510517733737826,0.195223342731652,0.191,0.173,1
"Plcl2",0.512691724302502,-0.122605278908081,0.074,0.084,1
"Actn1",0.513110933475038,-0.221957513368642,0.213,0.224,1
"Rps12-ps5",0.513298557909537,-0.298289135418213,0.053,0.061,1
"Cdc5l",0.51467209080329,-0.212361104932213,0.144,0.127,1
"Rpf1",0.515095659916564,-0.320734341902669,0.065,0.074,1
"Txnrd1",0.515745251162947,-0.153168291126456,0.048,0.056,1
"Mcm3",0.515960513176772,-0.428053871240621,0.068,0.076,1
"Sf3b5",0.516451474053922,-0.455150132175375,0.125,0.135,1
"Ythdf2",0.516470875456007,-0.187346848910899,0.072,0.081,1
"Gm10029",0.516579638088355,-0.246759655938521,0.048,0.056,1
"Cib1",0.517337275015718,-0.21680862354486,0.077,0.066,1
"Ttc7",0.517378315682844,-0.223225931208088,0.105,0.115,1
"Pin1",0.518781843480601,-0.293859481603161,0.058,0.066,1
"Rp9",0.518863087554481,-0.161888621351645,0.147,0.16,1
"Pmf1",0.520289035807454,0.341290759557474,0.057,0.048,1
"Hspa14",0.521220757721973,-0.156039247148077,0.074,0.064,1
"P4hb",0.52135788985762,-0.155317443183934,0.132,0.142,1
"Snrpb",0.522755398796818,-0.18750602224062,0.245,0.254,1
"Folr4",0.522795731811534,-0.437575128672093,0.061,0.069,1
"Clic1",0.522964124448953,0.152999030455468,0.248,0.232,1
"Stt3b",0.524016877988544,-0.298988833652987,0.092,0.102,1
"Atg5",0.524020942159145,-0.250465053361467,0.063,0.071,1
"Srebf2",0.524022287755586,0.33551693195829,0.051,0.043,1
"Pold4",0.524674981144721,-0.244654129002915,0.128,0.137,1
"Chordc1",0.525256670547344,-0.176898496987294,0.089,0.099,1
"Phrf1",0.525265099404193,-0.601361213511043,0.064,0.071,1
"Arhgef3",0.52559809520469,-0.193675820182279,0.143,0.155,1
"Slk",0.525911949647737,-0.518530006837761,0.061,0.069,1
"Ap2m1",0.526351515495093,-0.219564320566094,0.081,0.092,1
"Bnip3l",0.526633558567766,-0.149698262377223,0.119,0.13,1
"Cdk5rap3",0.52807160246211,-0.197059363852316,0.058,0.048,1
"Dpm2",0.528179903257587,0.102203391170383,0.062,0.053,1
"Rad23b",0.528460055188889,0.198870083752295,0.089,0.079,1
"Slc25a39",0.528674497454994,-0.558557441091401,0.054,0.061,1
"Gm20427",0.529437555721676,-0.565736419040302,0.075,0.084,1
"Sdf2",0.530001798701559,0.3980383361343,0.076,0.066,1
"Mbd2",0.530379036897656,0.108832068763721,0.229,0.211,1
"1810030N24Rik",0.531089580192341,-0.414740153570449,0.054,0.061,1
"2210016L21Rik",0.533197362580922,-0.106743746847807,0.053,0.061,1
"Rassf2",0.533536946431548,-0.231002964095912,0.129,0.14,1
"Cetn3",0.533769198489823,-0.238655633532159,0.085,0.094,1
"Llph",0.534040466302099,0.101001077058264,0.117,0.104,1
"Ltb",0.534457757185644,-0.206766364172278,0.268,0.28,1
"2410002O22Rik",0.53480828435142,-1.14054804312279,0.044,0.051,1
"Trappc5",0.535179419829148,0.184943613222933,0.07,0.061,1
"Srsf1",0.535650106931218,-0.141892311648993,0.126,0.137,1
"Cdc37",0.536144719546682,-0.172791627076955,0.151,0.163,1
"Skiv2l",0.536359934326273,0.329925433161418,0.051,0.043,1
"Psmd8",0.536631317326913,-0.113459508643545,0.145,0.158,1
"Mphosph10",0.537016187102161,-0.615836457882517,0.066,0.074,1
"Ruvbl1",0.537443763539468,-0.194202177512303,0.046,0.053,1
"Gm13653",0.538282504088381,-0.30087193310241,0.085,0.094,1
"Gm15464",0.538303518843835,-0.166511228603438,0.052,0.043,1
"Tomm22",0.538319500156047,0.11725119820134,0.154,0.14,1
"Rae1",0.538345456570527,-0.180720879659121,0.073,0.064,1
"Ankrd10",0.539286663634095,-0.14056093871828,0.07,0.079,1
"Gm14633",0.54069583270732,-0.106571729476537,0.079,0.089,1
"Cog8",0.540787294751295,0.195461800457961,0.078,0.069,1
"Il21r",0.541043620342022,-0.484698410667428,0.143,0.153,1
"Parp3",0.541077672876326,-0.164777807692154,0.051,0.043,1
"Ech1",0.541125817862623,-0.250211459294866,0.075,0.084,1
"Bcl2",0.541384872362515,-0.311768819628866,0.114,0.122,1
"Gm12254",0.541589557041251,-0.127358426078511,0.518,0.499,1
"Ywhab",0.541838128351506,-0.161379759913682,0.265,0.277,1
"St3gal6",0.544349003786029,0.304501202425026,0.059,0.051,1
"Lsp1",0.545785063219371,-0.10393156207842,0.426,0.389,1
"Bptf",0.546642141996931,0.185929364311026,0.223,0.206,1
"Ccz1",0.546895822914275,-0.355916509579828,0.051,0.043,1
"Tmem167",0.547059242960514,0.229064862066478,0.115,0.104,1
"Ndufs8",0.547890771289503,-0.11477989429281,0.094,0.104,1
"Gm4963",0.548344739038445,-0.108529915665568,0.069,0.079,1
"Sf3a2",0.548916974778065,0.138903264652845,0.068,0.059,1
"Ino80",0.55006212345915,-0.348577427397714,0.06,0.051,1
"Mea1",0.551078362039876,0.206841575148295,0.07,0.061,1
"Ilkap",0.551661260383582,-0.307630314837918,0.068,0.059,1
"Ppm1a",0.552032538737448,0.237686730123985,0.053,0.061,1
"Siah1a",0.552405003832157,0.28919502739007,0.067,0.059,1
"ORF19",0.553135033964681,-0.939943831913847,0.05,0.056,1
"Ube2j1",0.55439415611645,-0.242466682753955,0.078,0.087,1
"Sgpp1",0.555039604181633,0.298551201243853,0.077,0.069,1
"Atrx",0.555865406966146,-0.302699201208931,0.151,0.16,1
"Mboat7",0.556521971875703,-0.428182802506042,0.044,0.051,1
"Ubap2",0.558351064215183,-0.57830343751493,0.057,0.064,1
"Hspa4",0.559495730871665,0.137447072000108,0.159,0.148,1
"Sptlc1",0.560331002087511,-0.326151151723371,0.046,0.053,1
"Scaf11",0.561257964436709,-0.207217206968967,0.122,0.132,1
"0610012G03Rik",0.561411603463137,0.156529139228129,0.073,0.064,1
"Gm8724",0.561600567530065,-0.622550520959559,0.045,0.051,1
"Gm5436",0.56319440730156,-0.203251697645509,0.075,0.084,1
"Pecam1",0.563757543719828,0.332176540576194,0.085,0.076,1
"Ccng2",0.563765554095415,-0.20410812478669,0.046,0.053,1
"2310033P09Rik",0.564119631198545,-0.320212757081515,0.044,0.051,1
"Fam96a",0.564854362946967,-0.267989533663833,0.097,0.107,1
"Thumpd1",0.565882516650742,-0.336876317645871,0.071,0.079,1
"Nr1h2",0.566197094827114,0.11329490455942,0.1,0.089,1
"Secisbp2l",0.566203223914566,0.249734817979622,0.05,0.043,1
"AC157822.1",0.567495042048814,0.428846675668733,0.066,0.059,1
"Suclg1",0.567561377075906,-0.234648290635865,0.118,0.127,1
"Polr2i",0.5681009319027,0.226413220961422,0.056,0.048,1
"Sh3bp5",0.568243849127933,0.422540470148144,0.1,0.092,1
"Sar1b",0.569447465571339,-0.509146007107485,0.054,0.061,1
"Ube3a",0.569613556442822,-0.217270084033702,0.068,0.059,1
"U4atac",0.569833988570882,-0.146532910819699,0.266,0.242,1
"Psmd10",0.570564128300934,0.416653784060053,0.053,0.046,1
"Kcnn4",0.570798221259703,0.243472778128377,0.147,0.135,1
"Gm6415",0.572200555069413,-0.617680989623036,0.067,0.074,1
"D16Ertd472e",0.572316762368545,-0.129785320449263,0.059,0.051,1
"Tax1bp1",0.573517465195784,0.105258229248058,0.237,0.221,1
"Akr1b3",0.574429485109542,-0.436100061300425,0.059,0.066,1
"Thoc2",0.574478382984137,-0.183198273852549,0.095,0.104,1
"Scamp2",0.575139562932415,0.264928333120704,0.074,0.066,1
"Mrpl33",0.575204849701971,-0.195914769012295,0.165,0.173,1
"Gm8822",0.575886957189756,0.40214675361357,0.053,0.046,1
"Cstb",0.575920301448115,0.115555764119209,0.073,0.064,1
"Rnh1",0.576709978119085,-0.268649734590175,0.071,0.079,1
"Dynlrb1",0.576789512781626,-0.186241469725644,0.141,0.125,1
"Riok3",0.576989149336219,0.225536344285291,0.074,0.066,1
"Ubtf",0.578047822463643,0.191133989008051,0.086,0.076,1
"Ppm1m",0.578422942020055,-0.393000023149342,0.047,0.053,1
"Tcf3",0.578668101219296,-0.482183792501463,0.057,0.064,1
"Alg5",0.579463612910325,0.128528034987409,0.064,0.056,1
"Mapk1",0.579761732328272,-0.279172314216135,0.119,0.127,1
"Lsm12",0.580228902500532,-0.234493542340012,0.062,0.069,1
"Mrpl13",0.58025324550629,-0.570512199151921,0.067,0.074,1
"Stx8",0.580365418970642,-0.326899864904367,0.051,0.059,1
"Tufm",0.580909951744006,0.444279838537878,0.055,0.048,1
"Gm12251",0.581105443077155,0.157379382148114,0.05,0.043,1
"Alkbh5",0.581173468970107,-0.124612438033846,0.105,0.094,1
"Fus",0.581926949427432,-0.111743646511266,0.117,0.127,1
"Nudc",0.582595420443246,-0.151705621254593,0.094,0.084,1
"Hnrnpa2b1",0.582640834996124,0.133522930934505,0.549,0.524,1
"Tmem126a",0.583476698571748,-0.128088389451329,0.059,0.066,1
"Mrp63",0.584865267740085,-0.230223788622591,0.098,0.107,1
"Rev3l",0.584983602933874,-0.132277389504591,0.054,0.046,1
"Mcm2",0.585133431148909,0.225054547437282,0.058,0.051,1
"Ap4s1",0.5851400810982,0.383629760989147,0.05,0.043,1
"Usp3",0.585251194457807,0.154372030339298,0.146,0.135,1
"Med10",0.585804475188844,-0.211678209736198,0.081,0.089,1
"Cd9",0.585813785727869,0.163175851236161,0.05,0.043,1
"Pan3",0.586057178471961,-0.233027845531162,0.064,0.056,1
"Sin3a",0.586232981068786,0.118973326831698,0.056,0.048,1
"Paf1",0.586487846497371,-0.367462117524785,0.047,0.053,1
"Tceb2",0.586695522054395,-0.132339740674494,0.283,0.285,1
"Nr2c2",0.58731076353167,0.410067209687757,0.071,0.064,1
"Glipr2",0.588407127286573,-0.35370387216698,0.184,0.188,1
"Dnajb6",0.589089759443445,-0.177980673864121,0.069,0.076,1
"Cbfb",0.589838987535601,0.12397881624409,0.131,0.12,1
"Clip1",0.590604094629026,-0.135415644581254,0.078,0.087,1
"Churc1",0.590786130971875,0.145784952668323,0.109,0.099,1
"Sod2",0.591777076113528,-0.3265130544566,0.059,0.066,1
"Kdsr",0.591873226025155,-0.244563686807403,0.045,0.051,1
"Faim",0.592104521448278,-0.216979253884433,0.045,0.051,1
"Grb2",0.592125602967724,-0.100910446476716,0.122,0.13,1
"Ctcf",0.592410260548627,0.162992898889346,0.152,0.142,1
"Nus1",0.592415130448442,0.16428800824224,0.061,0.053,1
"Rps6",0.59282278692121,-0.225938770186893,0.085,0.074,1
"Grcc10",0.593197215361521,-0.315543361116865,0.057,0.064,1
"Hsph1",0.593332127278875,0.107500467029232,0.097,0.087,1
"9130011J15Rik",0.593469428564005,0.144569588425824,0.061,0.069,1
"Gm15843",0.594600308613822,-0.282764734658885,0.077,0.084,1
"Gpatch4",0.59532087224923,-0.286617380631492,0.052,0.059,1
"Crnkl1",0.596081135222972,-0.160770161468368,0.054,0.061,1
"Gm17383",0.596420546879114,0.145444287627238,0.096,0.087,1
"Nras",0.598144637373926,-0.484724317418774,0.132,0.14,1
"Ube2g1",0.598202167261041,-0.120097358606953,0.054,0.061,1
"Dcun1d5",0.598858187248941,-0.155677896263449,0.089,0.079,1
"Il16",0.600517270686597,-0.102790069257575,0.306,0.316,1
"Smg5",0.600952704562059,-0.264690897605581,0.05,0.043,1
"Brp44",0.602010440997157,0.287013084163443,0.121,0.112,1
"Adh5",0.603490262147664,-0.439841400894983,0.122,0.13,1
"Plcg1",0.603500115726104,-0.355866637592648,0.115,0.122,1
"Top1",0.604709499642033,-0.253722953191466,0.137,0.145,1
"Dync1h1",0.604824495472057,-0.25864370199215,0.131,0.137,1
"Atic",0.604872613855654,-0.209514274723852,0.052,0.059,1
"Lcp2",0.605396342709507,0.109302935612636,0.149,0.137,1
"Ppp1r16b",0.605661777101266,-0.239162997969962,0.059,0.066,1
"Adipor2",0.605735234111097,0.13636950022895,0.072,0.064,1
"Supt6h",0.60601288074785,-0.19016075368875,0.106,0.094,1
"Mrps18c",0.606553700381774,0.189900887722458,0.106,0.097,1
"Txndc9",0.606847857550354,0.148189645403627,0.088,0.079,1
"Gm16469",0.607039523241815,-0.190784036292926,0.184,0.191,1
"Cox6c",0.607115368710059,-0.147997004158832,0.297,0.305,1
"0610007P22Rik",0.607189913483163,0.276899690248072,0.053,0.046,1
"Actr1a",0.6074430701841,-0.472972072453156,0.06,0.066,1
"Fbxl14",0.607766516417867,0.204547085932865,0.097,0.089,1
"Nfkb2",0.609395813207149,-0.389460251600161,0.062,0.069,1
"Exosc9",0.609821528551967,0.435650558450059,0.058,0.051,1
"Cd84",0.610197178912399,0.443584493115369,0.089,0.081,1
"Pcmtd1",0.610464028845566,0.402833396898239,0.058,0.051,1
"Ino80d",0.610688867079686,0.499524101997123,0.073,0.066,1
"Tex261",0.611359287265115,-0.365895363766067,0.082,0.089,1
"Rtf1",0.611680985985639,-0.357237749818817,0.085,0.092,1
"Elk3",0.611994928261705,-0.626762634097417,0.05,0.056,1
"Cdc34",0.612477588016611,0.144996280741186,0.065,0.074,1
"Smarcc2",0.612553743516827,-0.452924850128956,0.075,0.081,1
"Orai2",0.612856697251562,-0.452289799398821,0.101,0.107,1
"Map2k4",0.613114780068527,0.112352346913356,0.05,0.056,1
"Apol7b",0.613138343503248,-0.427580711061882,0.073,0.064,1
"Ak2",0.613977499890789,-0.569166112120583,0.053,0.059,1
"Srebf1",0.614151975752968,0.330533044393638,0.05,0.043,1
"Hsd17b12",0.614826857921339,-0.536048052771473,0.046,0.051,1
"Nrbp1",0.615033049155395,-0.384815351290538,0.06,0.066,1
"Naa50",0.615308174098961,0.234682206037519,0.099,0.089,1
"Chchd10",0.615484581977147,-0.351673902469319,0.055,0.061,1
"Tceb3",0.617204546129354,0.594844205135466,0.062,0.056,1
"Rcc2",0.617205376168357,0.106267739924717,0.171,0.158,1
"Rbm27",0.617211214998878,-0.11841379711524,0.088,0.097,1
"Dennd2d",0.618087102709349,-0.483922314797688,0.109,0.115,1
"6720456B07Rik",0.61886347618712,-0.216063727904264,0.216,0.221,1
"Lat",0.61904297499974,-0.117360203604737,0.46,0.433,1
"Pik3r1",0.619464194839082,0.100519480593232,0.077,0.069,1
"Cdc40",0.62042079214826,0.164075953987012,0.079,0.071,1
"Plekhj1",0.620800933775454,-0.11838371517179,0.086,0.076,1
"2810428I15Rik",0.621266206149471,-0.32161716309852,0.077,0.084,1
"Phf15",0.621310506500211,0.212854757042174,0.132,0.122,1
"Fmnl1",0.621367571665998,-0.182860207113024,0.147,0.132,1
"Rasal3",0.621511688685265,-0.103824586155983,0.204,0.211,1
"Slc11a2",0.621558909113364,0.350402575788906,0.05,0.043,1
"Chchd7",0.621773248763006,0.691404548555303,0.059,0.053,1
"Suv420h1",0.623119516440362,-0.271903983504463,0.069,0.076,1
"Mogs",0.623491928332614,-0.373792642723163,0.06,0.066,1
"Dnm2",0.623741208633983,-0.150248621183109,0.143,0.15,1
"Myst2",0.624673475441004,0.12986164338475,0.071,0.064,1
"Pacs1",0.624711576696483,-0.460857867462941,0.077,0.084,1
"Dhx8",0.625913733193024,-0.452905206767001,0.048,0.053,1
"Ccdc56",0.626831431341976,-0.382447861743846,0.077,0.084,1
"Birc3",0.627185198390247,0.329885205157243,0.07,0.064,1
"Azin1",0.627306386651046,0.108612025026928,0.06,0.053,1
"Mdh1",0.627612723984494,0.138549935599455,0.224,0.206,1
"Fam53b",0.627680185760084,-0.195250450469131,0.088,0.079,1
