"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gm12563",0.00981675337974325,1.11111497722472,0.078,0.041,1
"Gm10222",0.00984946873958001,-0.227167600223274,0.506,0.56,1
"Bop1",0.00992554977030778,-0.880177080983127,0.04,0.071,1
"Hnrnpm",0.00992586324556549,0.299798362243438,0.254,0.186,1
"9030624J02Rik",0.00994931409775779,-0.851658276169978,0.04,0.071,1
"Necap2",0.0100076374139451,0.904472519693219,0.069,0.033,1
"5730508B09Rik",0.0100194926279383,0.688714914037943,0.128,0.079,1
"Gm10154",0.0101110125400781,-0.422401812115824,0.289,0.346,1
"Zfp36l2",0.0101503690217966,-1.02934870452605,0.058,0.094,1
"Gm9143",0.0101509463225703,-0.908695969157633,0.04,0.071,1
"Atg12",0.01022727731951,0.856926449602151,0.079,0.041,1
"Pou6f1",0.0103489283238616,1.66536076997001,0.05,0.02,1
"Gm9808",0.0103877851019695,0.463375918152514,0.247,0.183,1
"Gm9432",0.0103956076330433,-1.05560817795806,0.046,0.079,1
"Rpl21-ps12",0.0104470170994228,-0.687175405625062,0.109,0.155,1
"Glg1",0.0105740389687605,1.12619464161772,0.072,0.036,1
"Nop16",0.0105970264661116,-1.05335720616988,0.029,0.056,1
"S1pr1",0.0106083608350067,-0.574346671709711,0.283,0.333,1
"Romo1",0.0106366337044054,-0.888954306939576,0.131,0.176,1
"Eif3d",0.0106419914543206,0.324117086300856,0.193,0.132,1
"Wsb2",0.010801088871246,1.21495149724094,0.054,0.023,1
"Adnp",0.010811597550688,0.51423395478245,0.118,0.071,1
"Sept6",0.0108167982839953,0.329234322974191,0.311,0.239,1
"Gm10263",0.010818389346849,-0.980390294903735,0.042,0.074,1
"Gm11263",0.0108358538820204,-0.140432180837415,0.908,0.916,1
"Gm6863",0.0108958479370232,-0.270680066869222,0.335,0.399,1
"Akap9",0.0109492353959825,1.13417239845446,0.058,0.025,1
"Rpl12",0.011062191752067,-0.18601638987538,0.732,0.735,1
"Ncoa3",0.0110849924880258,0.84286809385043,0.11,0.066,1
"Ndufb10",0.0111238754276626,-0.51779933887518,0.147,0.198,1
"Srgn",0.0111729923746429,0.462756973670351,0.361,0.295,1
"Mob3a",0.0111942149477393,-0.789519739360289,0.113,0.16,1
"Ergic2",0.0112698259686646,1.85274851125111,0.06,0.028,1
"Numa1",0.0112700881262404,0.684188756179054,0.142,0.092,1
"Gpr65",0.0114592862807337,1.05527826516583,0.109,0.066,1
"2610024G14Rik",0.011514214616583,-1.19464133654649,0.026,0.051,1
"1110008F13Rik",0.0115896009226734,0.558443437390021,0.154,0.102,1
"Brd8",0.0116126771766284,1.1023087995616,0.071,0.036,1
"Bax",0.0116355364857862,0.860308860328042,0.065,0.031,1
"6430527G18Rik",0.0116603991875205,-0.787922118922961,0.077,0.117,1
"Myeov2",0.0116732524010295,0.515961334977933,0.188,0.13,1
"Ube2b",0.0117932651594972,0.210466291214151,0.191,0.13,1
"Pfkl",0.0118864597830674,-0.827876961941411,0.033,0.061,1
"Pitpna",0.0119643283953646,-0.417463918883214,0.181,0.234,1
"Ankrd44",0.0121694097294822,-0.609157021051225,0.149,0.196,1
"Ikbkg",0.0122168706464724,1.46357342323003,0.06,0.028,1
"Degs1",0.0124363430720768,-0.632545163733188,0.05,0.084,1
"Hint3",0.0124986411474552,0.429813741915578,0.05,0.02,1
"Srrm1",0.0126475703287061,0.257403025167455,0.202,0.142,1
"Wnk1",0.0126855679206614,0.482123642232074,0.268,0.206,1
"Glrx5",0.0127711789494006,-0.646533527565805,0.062,0.099,1
"Gm4987",0.012941140642702,-0.534530864226563,0.193,0.242,1
"Otud5",0.0130369077777555,0.459877585112973,0.11,0.066,1
"Gm15565",0.0130439573001518,0.946504007050589,0.077,0.041,1
"Btaf1",0.013054495231197,-1.21559548522268,0.034,0.061,1
"Gnb1",0.0130899441510275,-0.543104297269582,0.181,0.234,1
"Gm9703",0.0132055163916986,-0.319280480848968,0.417,0.471,1
"Cbx7",0.0132200439243073,0.535261869920224,0.068,0.033,1
"Hectd1",0.0133048437116974,0.614491698896492,0.163,0.112,1
"Phf2",0.0133126953338536,1.01132924273428,0.067,0.033,1
"Hsdl2",0.0133516482244762,0.865013436024936,0.067,0.033,1
"A930001N09Rik",0.0136306345515721,0.57880569003244,0.138,0.089,1
"Pkd1",0.0136690963968211,0.254514595058312,0.05,0.02,1
"Il7r",0.0137151527810021,0.372175865287883,0.299,0.234,1
"Gm6613",0.0137351476799928,-0.863059020587271,0.059,0.094,1
"Mosc2",0.0138030723885142,0.549059371215519,0.2,0.145,1
"Rnf139",0.0140667367604165,0.630222750655763,0.087,0.048,1
"Ucp2",0.0141378633586579,-0.358799704541916,0.381,0.433,1
"Man1a2",0.014269977426814,0.84539987950156,0.073,0.038,1
"2810001G20Rik",0.0144090774121307,-1.06028091888434,0.038,0.066,1
"Npm1",0.0146356775288675,0.215769219486461,0.808,0.748,1
"Obfc2b",0.0146564157436731,-1.05741974425616,0.038,0.066,1
"Rit1",0.0146595300071803,-0.755372875023067,0.028,0.053,1
"Gm13935",0.0147001082563856,-1.17295135625432,0.032,0.059,1
"Sfxn3",0.0147311310464004,-0.710099009422254,0.059,0.094,1
"Nfe2l2",0.0147591197286937,0.677466427351426,0.121,0.076,1
"Rftn1",0.0148699367886532,-1.07380974521925,0.042,0.071,1
"Rexo2",0.0150605192967274,-0.519114556836563,0.069,0.107,1
"Eif4h",0.0151196969328562,0.281932466610607,0.247,0.183,1
"Rpl18-ps1",0.0152014842654237,-0.172145909682599,0.707,0.733,1
"Sf3b2",0.0152586459012111,0.290515723872723,0.256,0.191,1
"Pcm1",0.0153369384526418,1.23367908600327,0.079,0.043,1
"Faah",0.0154710043212551,0.953741555411961,0.056,0.025,1
"Cd8a",0.0155479201599286,-0.227071689787842,0.659,0.702,1
"Scap",0.0155632605700743,-0.82463343964685,0.032,0.059,1
"Gtf2f2",0.015707071539748,1.08495634462661,0.059,0.028,1
"Umps",0.0157879628699869,-1.06238434524576,0.026,0.051,1
"Fam40a",0.0158470695574188,1.227336949412,0.052,0.023,1
"Pigk",0.0158547458413475,-0.984695767992734,0.036,0.064,1
"Ptma",0.0159690461026283,-0.32029934856861,0.373,0.425,1
"Gm10126",0.0159963186023729,0.298355888519874,0.297,0.226,1
"Spnb2",0.0160645261609614,0.430172881211946,0.151,0.099,1
"Psma6",0.0161234131403008,0.311051027841906,0.223,0.16,1
"Npm3",0.0161930303563286,-0.687443585850887,0.055,0.089,1
"Socs3",0.0162012269312729,0.833188267117212,0.076,0.041,1
"Tk2",0.0162012555962688,1.00803026148685,0.062,0.031,1
"Pigs",0.0162383342062721,-0.739909388441761,0.05,0.081,1
"Ddt",0.0162493041425094,0.924971860173787,0.052,0.023,1
"Ssr3",0.0163911106734656,0.382450250868454,0.137,0.089,1
"Mcl1",0.0164047330850953,0.344462875508242,0.342,0.267,1
"Rbm8a",0.0166444351277854,0.452674607999691,0.158,0.109,1
"Vapa",0.0167068989073777,0.529734688762551,0.153,0.104,1
"Brd2",0.0167949402773935,0.168588613654249,0.198,0.14,1
"Inpp1",0.0168509551327926,0.503953275937056,0.073,0.038,1
"Lrmp",0.0168636448926319,-0.94822478783868,0.044,0.074,1
"Tuba1a",0.0168874808688947,-0.971254271070855,0.112,0.153,1
"Pgs1",0.0168905145191565,0.678440286558135,0.111,0.069,1
"Rbms1",0.0169059918171805,0.821801732364987,0.137,0.092,1
"Rpl36a-ps3",0.0169215688312729,-0.707129916420645,0.117,0.16,1
"Gm12715",0.0169757973845403,-0.613510881536281,0.139,0.183,1
"Ndufa4",0.0170795215262553,0.620361183516276,0.172,0.122,1
"Gm10268",0.0171719604610934,-0.823860810844943,0.036,0.064,1
"Wbp2",0.017567957670469,0.694321126256869,0.117,0.074,1
"Slc6a19",0.0175769896111062,1.04715015121273,0.055,0.025,1
"A830007P12Rik",0.017648863669035,-0.874795456699674,0.05,0.081,1
"Edf1",0.017690786134071,-0.562663253825443,0.185,0.234,1
"Psma1",0.0177832923078664,0.454667884712183,0.177,0.125,1
"Snrpg",0.0179052575055218,-0.356913033076804,0.311,0.366,1
"Fam192a",0.0179544229258261,0.929889324624706,0.088,0.051,1
"Sec23ip",0.0179588162206462,0.24305470219402,0.059,0.028,1
"Zbtb1",0.017996783916288,1.29659641349738,0.062,0.031,1
"Gm13340",0.0182700332806967,0.181437147204719,0.906,0.865,1
"Exoc2",0.0183141819862811,0.554687764546101,0.065,0.033,1
"Wars",0.0183151315556842,0.607034374520989,0.078,0.043,1
"Ramp1",0.0184170547974298,-0.983690655394583,0.046,0.076,1
"Cyc1",0.0185703499028843,-0.882657166310875,0.13,0.173,1
"Acly",0.0186049107168805,0.540457528816253,0.119,0.076,1
"Gm8662",0.0186745728681867,-0.683504362402764,0.06,0.094,1
"Gm15483",0.0186745787108142,0.962547339091285,0.074,0.041,1
"mmu-mir-689-2",0.0187409338857396,1.2874731967992,0.058,0.028,1
"Cmc1",0.0187862859483345,0.333377752299097,0.105,0.064,1
"Gramd3",0.0189131906413959,0.243264607224194,0.224,0.163,1
"Gm9385",0.019035587734969,0.3891866415292,0.386,0.328,1
"Epc2",0.0190599253951209,0.712126921414,0.065,0.033,1
"Gm15431",0.0192156616971468,-0.658010266243651,0.073,0.109,1
"RP24-92H14.2",0.019227305156276,-0.177895113312689,0.688,0.718,1
"Brd4",0.0193123848871527,0.328082070250827,0.209,0.153,1
"Rbm43",0.019334036447825,0.88741814157453,0.081,0.046,1
"Rbbp4",0.0193392445610323,0.380980463402674,0.2,0.148,1
"Fkbp1a",0.019468397697628,-0.468920774122027,0.13,0.176,1
"Nol8",0.0194691457638754,-1.0960427762472,0.062,0.094,1
"Nktr",0.0194767594176595,0.405614934723357,0.101,0.061,1
"Rpl9-ps6",0.0195101227279069,-0.119155081023045,0.823,0.84,1
"Vmp1",0.0196307640475965,1.00201121611366,0.074,0.041,1
"Ik",0.0196500532374451,0.498828133326288,0.223,0.168,1
"Arid4b",0.0196650681440712,0.142718311353239,0.115,0.071,1
"Ndufb7",0.0196734758986458,-0.538902604860008,0.157,0.206,1
"Fam189b",0.019746876106903,0.219120447863745,0.331,0.26,1
"Nutf2",0.0197914086397504,-0.698862878684117,0.046,0.076,1
"Cst3",0.0198295731650259,-1.17951211278477,0.111,0.15,1
"Limd2",0.0200398066938546,-0.349145482726989,0.692,0.725,1
"Tpm4",0.0202364164242052,-0.440062017888023,0.125,0.17,1
"Rnaset2b",0.0202657493507498,0.126576919949401,0.29,0.219,1
"Gtpbp5",0.020271878766393,-1.49182520398067,0.027,0.051,1
"Slc43a2",0.0203286561217584,0.922776535887785,0.067,0.036,1
"Ubap2l",0.02033482582128,0.653210083927567,0.169,0.122,1
"Setx",0.0205157310005011,0.498560704587081,0.23,0.173,1
"Odc1",0.0205187634613376,0.800696881791391,0.068,0.036,1
"Lyz2",0.020669523258378,-1.1882091231392,0.073,0.107,1
"Laptm4a",0.0210457703528457,0.76145206293868,0.134,0.092,1
"Usp15",0.0210483035577008,0.583635460043739,0.077,0.043,1
"Rbck1",0.0210850014791866,0.454484992851735,0.173,0.122,1
"Gm9781",0.0212058613467714,-0.667078696971315,0.033,0.059,1
"Txk",0.0212215481872308,0.56687283777167,0.122,0.079,1
"Rangap1",0.0213220074954042,-0.686217850231742,0.089,0.127,1
"Sucla2",0.021357332432796,0.84916219142605,0.064,0.033,1
"Sla",0.0214607097389563,0.554882048512032,0.2,0.15,1
"Tmem128",0.0216768805440921,0.542957688978369,0.103,0.064,1
"Ccnk",0.0217311854223139,0.466175070360721,0.065,0.033,1
"Flt3l",0.0217470787896048,-1.05116000703702,0.06,0.092,1
"Rpl15-ps2",0.0219113104268944,-0.724836605392682,0.063,0.097,1
"Ube2d3",0.0219332978436262,0.320387551040149,0.359,0.293,1
"Vps16",0.0221465974191218,0.343938859934441,0.097,0.059,1
"Pdrg1",0.0224206086752527,-0.580862099557536,0.078,0.115,1
"Cd8b1",0.0224887071063587,-0.20914788330709,0.746,0.781,1
"Slc1a5",0.0225096851144339,-0.767270053128493,0.065,0.099,1
"Polr3c",0.0225298224894174,0.455093118512655,0.071,0.038,1
"Eif4a2",0.0226338665092887,0.4498918673661,0.2,0.145,1
"Fxr1",0.0226736706187226,0.497969376107544,0.091,0.053,1
"Phf20l1",0.0227243353121823,0.642596570929574,0.064,0.033,1
"Il17ra",0.0227326765324721,0.161651262995613,0.159,0.107,1
"Gimap4",0.0228064520804142,0.274170657809241,0.48,0.407,1
"AL928544.1",0.022833269924499,-1.06055635392335,0.05,0.079,1
"Gm10335",0.0229086031178232,-0.359028480224865,0.232,0.282,1
"Mir682",0.022957361080294,-0.11561748089062,0.852,0.896,1
"Zfp62",0.0230153672273102,1.20403253925768,0.057,0.028,1
"Acbd3",0.0230310487895699,0.95392663413597,0.06,0.031,1
"Nme3",0.0231164546643316,-0.720509165403131,0.055,0.087,1
"Brd1",0.0235885572023833,0.965375868083073,0.079,0.046,1
"Rif1",0.023718094751807,0.571865952483813,0.093,0.056,1
"Smad7",0.0240807465372792,-0.575914057495335,0.082,0.12,1
"Tmem209",0.0240972476913687,1.08002235882824,0.05,0.023,1
"Sars",0.0241179466907988,0.466539005320336,0.149,0.104,1
"Gata3",0.0241245571720197,-0.517809132094138,0.041,0.069,1
"Zfml",0.0241997048727868,0.532970329965807,0.114,0.074,1
"Ndufa10",0.0242554066317488,-0.572367515111406,0.136,0.181,1
"Il18r1",0.0242773238740962,-1.03466277111581,0.039,0.066,1
"Lin7c",0.0244439491720549,0.991237092811256,0.053,0.025,1
"Gdi2",0.0245402930539195,-0.28768575165856,0.211,0.262,1
"Gm8172",0.0246560159469341,-1.03064758206691,0.03,0.053,1
"Rpl36-ps2",0.0248222855242001,-0.447076381576069,0.2,0.249,1
"Ly9",0.0252335289548349,1.01888409840608,0.076,0.043,1
"Prdm2",0.0252979557974994,0.658075884177054,0.082,0.048,1
"Kcmf1",0.0253632508461598,-0.597084208777048,0.058,0.089,1
"Crlf3",0.0253845551167625,0.46269968397644,0.202,0.153,1
"Gm6109",0.0254134045931735,0.527318469598276,0.124,0.081,1
"March7",0.0254240405197651,0.801070864217134,0.119,0.079,1
"Ipo5",0.0254498575190437,-0.994123947717524,0.058,0.089,1
"Hopx",0.0255445572947421,-0.652731269530591,0.081,0.117,1
"Eif4a1",0.0256597315027997,-0.423201342343812,0.203,0.249,1
"Nfkbib",0.0256947510604607,1.1257546126087,0.059,0.031,1
"Snrpc",0.0256987633270484,-0.897880477991792,0.043,0.071,1
"Pank3",0.0258392829496908,-1.34804204303397,0.036,0.061,1
"Rnf167",0.0259492473921722,-0.409652601921931,0.153,0.198,1
"Ndufb3",0.0260461514357448,0.822281931080611,0.133,0.094,1
"Atm",0.026061874349199,0.895617898035843,0.073,0.041,1
"Pcbd2",0.0262019437754809,-0.963228092240079,0.038,0.064,1
"BC021614",0.0262323777803127,-1.16797391587356,0.044,0.071,1
"0610037P05Rik",0.026254146885546,1.02237709284024,0.059,0.031,1
"Ccdc72",0.0262730297480601,-0.398127526228658,0.223,0.272,1
"Ankrd11",0.0263071349020729,0.333825997620663,0.219,0.163,1
"Adss",0.0265436658249662,0.982568691017274,0.123,0.084,1
"Gm14323",0.0265551699752628,-1.07286127829577,0.046,0.074,1
"Mrpl40",0.0266568206830382,0.40537752840831,0.079,0.046,1
"Cyfip2",0.0267319417186218,0.509791319636053,0.26,0.206,1
"Fxyd5",0.026737991402223,-0.23444027442694,0.522,0.562,1
"Eif3i",0.0267948567054613,-0.391891487714687,0.26,0.305,1
"Dnttip2",0.0268556358382035,0.545866204125623,0.11,0.071,1
"Gm12338",0.0269645712178996,0.653112301227625,0.165,0.122,1
"Rfc1",0.0270781811062185,0.678568200183385,0.092,0.056,1
"Tmbim4",0.0271776644479601,0.590824344386049,0.069,0.038,1
"Emg1",0.0273057699140654,0.293140798168067,0.208,0.155,1
"Arhgap15",0.0273985824762571,0.308759039140229,0.185,0.135,1
"Atp5h",0.027611173963993,-0.346683031782238,0.36,0.399,1
"Ctnnb1",0.0276929395143331,0.725925811721317,0.117,0.076,1
"Imp3",0.0277116505402871,-0.332264856689719,0.117,0.16,1
"Gm8186",0.0277285397433988,-0.482573720620478,0.217,0.262,1
"Galnt2",0.0277925366045245,0.974918674650346,0.065,0.036,1
"Mkln1",0.0278751402462118,0.823688390672107,0.062,0.033,1
"Rab3ip",0.0281455900952215,0.6983693665988,0.091,0.056,1
"Gm8841",0.028216549601405,-0.800070478138596,0.078,0.112,1
"Fam134b",0.028311681694014,1.05688337589876,0.084,0.051,1
"Atp6v1d",0.0283531266227409,0.86313196549627,0.176,0.13,1
"Mir142",0.0286441253071374,-0.606541484041019,0.038,0.064,1
"Pkn1",0.0286934309683446,0.445400267743553,0.098,0.061,1
"Copb1",0.028777905237315,0.355606171502277,0.108,0.069,1
"Qdpr",0.0288515112803922,-0.589127524001805,0.046,0.074,1
"Dctn4",0.0291999973627185,0.628204922512764,0.059,0.031,1
"Dnajc7",0.0292713746310714,0.432578348628416,0.186,0.137,1
"Pde2a",0.0293184989755161,0.876972265900734,0.1,0.064,1
"Lars",0.0294210113710537,-1.0419626301543,0.053,0.081,1
"Srf",0.0294309869151101,-1.09393948754656,0.046,0.074,1
"Adrbk1",0.0294657391033037,-0.445764132627095,0.199,0.242,1
"Rpl13-ps3",0.0295787746336048,-1.06389372014388,0.038,0.064,1
"Rpn1",0.0296115975863679,-0.791288007420382,0.058,0.089,1
"D19Ertd737e",0.0296616642877376,1.00773500439585,0.052,0.025,1
"Ighm",0.0297886480591274,0.414275748901025,0.26,0.201,1
"Rps12",0.0298704126871093,-0.393091504925329,0.37,0.41,1
"Snhg12",0.0302426875534728,0.631707964925706,0.131,0.089,1
"Mef2a",0.0304759684578331,1.04314503345609,0.072,0.041,1
"Mpnd",0.0305944474647214,0.331680837324797,0.089,0.053,1
"Atp5j",0.0306096867161594,0.359202708558032,0.229,0.178,1
"Gpr171",0.0306233679171514,0.518831771657599,0.116,0.076,1
"Btg2",0.0308280770194937,0.596778054395217,0.171,0.125,1
"Psma5",0.0310281854313175,0.389562314749366,0.155,0.112,1
"Kdm5b",0.0311892036551649,0.90263239925387,0.058,0.031,1
"Cops7a",0.0313166853249128,0.435984905739608,0.052,0.025,1
"Mettl3",0.0315183832508761,-1.26389589974743,0.033,0.056,1
"Tnfaip3",0.0315234574656477,-0.77503956986437,0.034,0.059,1
"Rbm25",0.0315260480485125,0.136860932689791,0.141,0.097,1
"Sfpq",0.0315626775791232,-0.584532137286869,0.157,0.201,1
"Ddx3x",0.0317309276206252,0.615314462903984,0.192,0.145,1
"Gm13092",0.0318831494633921,-0.380225705698873,0.211,0.257,1
"Surf1",0.0319337369250373,0.667283113241813,0.109,0.071,1
"Hnrpdl",0.0319693107584483,0.470123216369251,0.205,0.155,1
"Ccl5",0.032008496456541,-1.36660806853108,0.165,0.201,1
"Tmem14c",0.0322585575352757,0.307814743117246,0.142,0.097,1
"Mthfd1l",0.0323373870358566,-1.1754458662394,0.033,0.056,1
"Map4k2",0.0325414944059533,0.750675693994646,0.093,0.059,1
"5430437P03Rik",0.0326433752015496,0.653464558216004,0.09,0.056,1
"Snora68",0.03281115811689,-0.908784007413914,0.029,0.051,1
"Gtf2h5",0.0328187834446578,-0.845479353852522,0.063,0.094,1
"Btbd11",0.0328238569472586,-0.674744972530948,0.03,0.053,1
"Pcgf5",0.0329054765810476,0.517495422728415,0.065,0.036,1
"Gm11975",0.033003154287024,0.479245871477951,0.101,0.064,1
"Drap1",0.0330853907749712,-0.462925654121515,0.153,0.196,1
"Gm10159",0.0331257487104238,-0.159713048524753,0.785,0.804,1
"Sell",0.0331957442717361,0.262663375801794,0.492,0.43,1
"Gm9892",0.0332878436353081,0.67610333735306,0.108,0.071,1
"Gpr132",0.0333131837009498,0.325919278551542,0.095,0.059,1
"Xpa",0.0333438197766057,0.863590523802648,0.071,0.041,1
"Aimp1",0.0333865487451458,0.615034617572668,0.18,0.135,1
"Prmt3",0.0333905085872895,-0.926135998096022,0.041,0.066,1
"Casp2",0.0334153552156482,0.779570709152014,0.071,0.041,1
"Ctbp1",0.0335626837496779,-0.401231479474326,0.137,0.181,1
"Vdac1",0.0336401310249937,-0.788573350824243,0.068,0.099,1
"Usp38",0.0337448271086829,0.615259406017975,0.118,0.079,1
"Pip5k1c",0.0338352660495556,0.705696854994035,0.071,0.041,1
"Fbxw7",0.0338442772303733,1.06293990436531,0.054,0.028,1
"Krcc1",0.0338881621771816,0.271648236817627,0.124,0.084,1
"Add3",0.0339467343777099,-0.445473369083604,0.255,0.3,1
"Uvrag",0.034014598724793,1.19765313283771,0.067,0.038,1
"1810037I17Rik",0.0342225717441717,0.509998181607135,0.132,0.092,1
"Oas1c",0.0343032451416501,0.496070171788754,0.062,0.033,1
"Ncor1",0.0344056866208815,0.105134337582748,0.295,0.237,1
"Herpud2",0.0344782608599337,0.679761794484044,0.058,0.031,1
"Cd247",0.0345057282799779,0.318674682108105,0.341,0.277,1
"Runx3",0.0345758831930428,0.177924876152242,0.204,0.15,1
"Hp1bp3",0.0345988047990266,0.4224768660095,0.248,0.196,1
"C80913",0.0347240618360198,1.28436269772265,0.076,0.046,1
"Ehmt1",0.0349076169139836,-0.932626648861823,0.037,0.061,1
"Aprt",0.0351566022430633,-0.804270121754265,0.104,0.14,1
"Oxr1",0.0353451860194463,0.8257405807022,0.058,0.031,1
"2310028O11Rik",0.0353494544828349,0.299388743187871,0.188,0.14,1
"Prpf4",0.035438390654636,0.350701169952588,0.068,0.038,1
"Spty2d1",0.0355124064722139,0.585949976714521,0.058,0.031,1
"Atp5g1",0.0355525947975841,-0.567427511460077,0.125,0.16,1
"Esyt2",0.0355800658014279,0.612621409529271,0.129,0.089,1
"Itgb7",0.035720430312882,-0.552064203748918,0.264,0.303,1
"Ddx49",0.0357671226118582,0.774936241178707,0.08,0.048,1
"Sec11c",0.0357955084961522,0.189780395750249,0.221,0.165,1
"Nucb1",0.0358597965598398,-0.587952090160546,0.062,0.092,1
"Ccdc88c",0.0358955666465634,-0.431945196763899,0.08,0.115,1
"Rps8-ps1",0.0360045404999253,-0.588600426918138,0.049,0.076,1
"Fth1",0.0360174614337688,-0.290363315610568,0.605,0.641,1
"Rpl17-ps4",0.0362423386767189,-0.515574871897529,0.145,0.186,1
"Ubr4",0.0363169945202745,0.50411047537989,0.188,0.142,1
"Kif1b",0.0365111055355919,0.513262116978007,0.096,0.061,1
"Map4k4",0.0365545073100312,-0.605521861565364,0.118,0.158,1
"Acat1",0.0366791095862704,-0.805821475510542,0.07,0.102,1
"Tbc1d15",0.0368362664862112,1.24262949119178,0.06,0.033,1
"Klhdc2",0.0369616680154489,-1.17207716098651,0.039,0.064,1
"Surf2",0.0370198627787425,-1.07644900874013,0.035,0.059,1
"Itpr1",0.0372073004701042,0.519840590056918,0.054,0.028,1
"H2afj",0.0372367725375191,-0.426406566087902,0.183,0.226,1
"Rps27a-ps2",0.0376754927554014,-0.558130258563601,0.087,0.122,1
"Nab1",0.0379101563057796,-0.445220437007832,0.083,0.117,1
"Gtpbp2",0.0379714738570926,0.258873965965982,0.083,0.051,1
"Cdk12",0.0379980521491074,0.836517675297701,0.05,0.025,1
"Pdk1",0.0381204582463264,0.161585466720533,0.201,0.148,1
"Tmem173",0.0381625061179509,0.722521224993576,0.139,0.099,1
"Dda1",0.038215391265288,0.450268176351205,0.109,0.071,1
"Med28",0.0382333397842932,0.393030556009122,0.207,0.155,1
"1600027N09Rik",0.0386486744975674,0.905463213884763,0.06,0.033,1
"Ass1",0.0390092722003999,0.897806419250281,0.076,0.046,1
"Sumo1",0.0390205730910995,0.405186468466948,0.177,0.132,1
"Tmem59",0.0391276568819761,0.378282516199198,0.208,0.158,1
"Mcm4",0.0393249814665246,0.397124090169191,0.077,0.046,1
"Ube2z",0.0394184442710226,0.939198584648761,0.06,0.033,1
"Fasn",0.0396585931408695,-0.871857060548107,0.052,0.079,1
"Rgs2",0.0396867644247266,0.969605499624247,0.057,0.031,1
"Itgb2",0.039874268659867,-0.450530491198156,0.198,0.239,1
"Rnf38",0.0399626787578824,0.587007804131265,0.077,0.046,1
"Tsg101",0.0400058097328724,1.48433359787212,0.056,0.031,1
"Klk8",0.0401924309560992,-0.403946085520654,0.146,0.188,1
"Fam55c",0.0401937462531414,1.33380317349778,0.056,0.031,1
"Adipor1",0.0402605839208232,0.459434378698248,0.122,0.084,1
"Azi2",0.0403207452279164,0.519036289086615,0.124,0.084,1
"2400001E08Rik",0.0403482951205143,0.48164215110159,0.083,0.051,1
"Timp2",0.040401923864463,-0.563219445701586,0.06,0.089,1
"Bmi1",0.0404310471692572,0.808024459309255,0.066,0.038,1
"Mrpl45",0.0404742245973574,0.813967025616541,0.069,0.041,1
"Zmiz2",0.0406087166218534,0.356447210517795,0.13,0.089,1
"Stat5a",0.0406693636762929,0.799011427327549,0.057,0.031,1
"Gm16238",0.0406728010908074,-0.152616060828173,0.841,0.893,1
"Pias1",0.0406760136042206,0.691208090999986,0.089,0.056,1
"Mrps18a",0.0407814861870198,-0.688704441880505,0.058,0.087,1
"0610010K14Rik",0.0408570618696947,-0.627448844145874,0.066,0.097,1
"Tsc22d4",0.0410343986317292,-0.22632811008251,0.178,0.224,1
"Ints9",0.0411279590978021,1.13655926213915,0.059,0.033,1
"Klf6",0.0413443773302,0.506382267109804,0.098,0.064,1
"Psme3",0.0413769175395656,-0.473642348827238,0.066,0.097,1
"Pbrm1",0.0417072041692855,-0.436040928242183,0.168,0.209,1
"Me2",0.0417347348461253,-0.584089815784889,0.071,0.102,1
"Wac",0.041846012104252,0.536871422043438,0.105,0.069,1
"Fam53a",0.0418963447709949,1.16904509654446,0.059,0.033,1
"Il2rb",0.0420277880965182,-0.778233563116163,0.093,0.127,1
"Slc44a2",0.0421117147624384,0.491028513496168,0.173,0.13,1
"Rgs14",0.0427719755990246,-0.992392623068197,0.044,0.069,1
"Lamtor2",0.0428228026366836,-0.358517214138613,0.068,0.099,1
"Ppp1r12a",0.0428589319403026,0.31955862769537,0.134,0.094,1
"Slamf6",0.0429652836533971,0.364838952922187,0.166,0.122,1
"Dpy30",0.0430520154875014,-0.975458461331451,0.048,0.074,1
"Gm14088",0.0431967505270845,-1.039524626949,0.034,0.056,1
"Gm12944",0.0432791842212972,-0.738254866082833,0.072,0.102,1
"Ap2a2",0.0434936926916873,-0.679733940258639,0.038,0.061,1
"Bin1",0.0439139868030993,-0.606691895763124,0.089,0.122,1
"1110038B12Rik",0.0442350407901058,0.248465722601856,0.098,0.064,1
"Rab14",0.0442425122394192,0.68492416285476,0.145,0.107,1
"Eif2s2",0.044431622071532,0.336338658215358,0.27,0.214,1
"BC029722",0.044534038487706,-1.50750903872469,0.036,0.059,1
"Rnf123",0.0446422065815366,0.590275160344057,0.076,0.046,1
"Kdm3a",0.0447027536618895,0.677426826957015,0.069,0.041,1
"Lyrm2",0.0447189757922386,-1.00028349816264,0.032,0.053,1
"Baiap3",0.0448194386798959,0.662600259786001,0.05,0.025,1
"Tab2",0.0449959749272537,0.556068071131518,0.126,0.089,1
"Sbds",0.0450805205822198,0.232443514721691,0.103,0.069,1
"Zfp318",0.0454360981150696,-0.645417043458557,0.03,0.051,1
"Cblb",0.0455594462924451,0.252034834014787,0.105,0.069,1
"Ptges3",0.0458246616960016,0.518964275072685,0.186,0.142,1
"Pdlim2",0.0459208607731277,0.362516241869104,0.115,0.079,1
"Taldo1",0.0463869453071223,0.398287587832008,0.28,0.224,1
"Pde3b",0.046505257126991,0.131168166182961,0.136,0.094,1
"Kdm5a",0.0466094231467015,0.403878142067378,0.149,0.109,1
"Npepl1",0.0466498603463163,-0.533718053849123,0.034,0.056,1
